,Name of user,Competition Name,Label,Ranking
236,131,Interview Question Of Year 2017,1,0.429256066709
237,131,The Great Analytics Quiz,1,0.689301452475
238,131,"Paper Presentation On ""  Effect Of App Based Learning In School Education (K-12)""",1,0.453490173395
239,131,KDP Pen To Publish Contest,1,0.429305147529
240,131,Banjara International Film Festival 2017,0,0.287103917195
241,131,Spanish Guitar Competition 2017,1,0.375019835544
242,131,SSGK Maestro Olympiad,0,0.0600918234485
243,131,Global Business Model Competition 2017,1,0.349977738752
244,131,National Geography Olympiad 2017,1,0.97699880852
245,131,NATS Talent Search,1,1.02996520229
246,131,JIFF ISC Script Contest,0,0.0
247,131,Maay Marathi Film Competition 2017,0,0.284161898125
248,131,Project Innovation Contest,1,0.593753737889
249,131,Dream Build Play 2017 Challenge,0,0.271155558316
250,131,Photography Competition 2017,1,0.376665142232
251,131,Asia Young Designer Award Contest,1,0.51791313169
252,131,GYTI Innovation Awards,1,0.933003164409
253,131,Haryana Vigyan / Yuva Vigyan Ratna Awards 2017-18,1,0.655527809188
254,131,Dr. A P J Abdul Kalam National Legal Essay Competition 2017,1,0.433052324328
255,131,1st Justice P N Bhagwati Research Paper Writing Competition 2017,0,0.2840736083
256,131,Best International Future Lawyer Award 2017,0,0.0
257,131,Archasm Architecture Competition 2017,0,0.173476477993
258,131,4th National Essay Writing Competition 2018,1,0.490457522692
259,131,India?s Storytellers/ Script Contest 2017-2018,1,0.443547711147
260,131,Third National Essay Competition on Water 2017-18,0,0.219496333618
261,131,Soul of Bengaluru Photo Contest 2017,1,0.538151716918
262,131,1st International Article Writing Competition 2017,1,0.776018882686
263,131,"Combating Corruption, Battling Black Money Competition 2017",1,0.448081047985
264,131,Solar Chulha Innovation Challenge 2017,1,0.518905216387
265,162,KTH Master's Challenge (Full Scholarship + Monthly Stipend),0,0.0
266,162,Marksman Call For Articles- November 2017,1,0.361403965943
267,162,Convergence 2017,1,0.511118645072
268,162,Prarambh 2018,1,0.640549034397
269,162,Click India Photography Competition - Shot 3,1,0.353332811288
270,162,NEC IIT Bombay Presents The Entrepreneurship Quiz Challenge,0,0.215118479831
271,162,Battleground 8.0,1,0.316120098487
272,162,ShopFloor,0,0.256508915483
273,162,CrackItUp,0,0.142645202692
274,162,NEC IIT Bombay Presents CodeSprint,0,0.259897133966
275,162,Kamaal Dhamaal Bemisaal,0,0.227469924869
276,162,Brainy Awards,0,0.161269636203
277,162,Inquizito - Tickle Your Grey Cells,0,0.216473726189
278,162,Finathon - Time To Trade!,0,0.114949846634
279,162,Yalgaar - Time For Halla Bol!,0,0.101741451864
280,162,IntellOps- Article Writing Competition By OpCellence,0,0.256901014188
281,162,BIOCON PRESENTS SHOT OF LIFE,0,0.205751432009
282,162,NEC IIT Bombay Presents Empresario,0,0.22631280569
283,162,Rural Le Carte,0,0.251994606079
284,162,The Fast Pay Story,0,0.251994606079
285,162,"FINAcumen, IIM Nagpur",0,0.20116223161
286,162,NEC IIT Bombay Presents Hashtrix,0,0.259897133966
287,162,NEC IIT Bomaby Presents HackStack,1,0.313296263897
288,162,Asia Pacific International Conference,0,0.281901769496
289,162,Interview Question Of Year 2017,0,0.163091965244
290,162,The Great Analytics Quiz,0,0.289908030348
291,162,"Paper Presentation On ""  Effect Of App Based Learning In School Education (K-12)""",0,0.227053330661
292,162,KDP Pen To Publish Contest,0,0.236437751277
293,162,Banjara International Film Festival 2017,0,0.237348411925
294,162,Spanish Guitar Competition 2017,0,0.260724991064
295,162,SSGK Maestro Olympiad,0,0.0494819620876
296,162,Global Business Model Competition 2017,0,0.17940675374
297,162,National Geography Olympiad 2017,1,0.66448530898
298,162,NATS Talent Search,1,0.71563278936
299,162,JIFF ISC Script Contest,0,0.0
300,162,Maay Marathi Film Competition 2017,0,0.0992871173939
301,162,Project Innovation Contest,0,0.224833218936
302,162,Dream Build Play 2017 Challenge,0,0.190341177866
303,162,Photography Competition 2017,1,0.353332811288
304,162,Asia Young Designer Award Contest,1,0.407655889869
305,162,GYTI Innovation Awards,1,0.640549034397
306,162,Haryana Vigyan / Yuva Vigyan Ratna Awards 2017-18,1,0.582328068129
307,162,Dr. A P J Abdul Kalam National Legal Essay Competition 2017,1,0.328533922749
308,162,1st Justice P N Bhagwati Research Paper Writing Competition 2017,0,0.107771020157
309,162,Best International Future Lawyer Award 2017,0,0.0
310,162,Archasm Architecture Competition 2017,0,0.18261411929
311,162,4th National Essay Writing Competition 2018,1,0.334139089518
312,162,India?s Storytellers/ Script Contest 2017-2018,0,0.207018845066
313,162,Third National Essay Competition on Water 2017-18,0,0.0668424476135
314,162,Soul of Bengaluru Photo Contest 2017,1,0.401281968624
315,162,1st International Article Writing Competition 2017,1,0.459995986937
316,162,"Combating Corruption, Battling Black Money Competition 2017",0,0.121543834911
317,162,Solar Chulha Innovation Challenge 2017,0,0.151768991216
318,178,KTH Master's Challenge (Full Scholarship + Monthly Stipend),0,0.0
319,178,Marksman Call For Articles- November 2017,1,0.554798611497
320,178,Convergence 2017,1,0.478780717313
321,178,Prarambh 2018,0,0.0694116090673
322,178,Click India Photography Competition - Shot 3,1,0.573369051024
323,178,NEC IIT Bombay Presents The Entrepreneurship Quiz Challenge,0,0.0433436600947
324,178,Battleground 8.0,0,0.0618899115816
325,178,ShopFloor,0,0.164795637949
326,178,CrackItUp,0,0.110611281892
327,178,NEC IIT Bombay Presents CodeSprint,0,0.0521019912154
328,178,Kamaal Dhamaal Bemisaal,0,0.157701683403
329,178,Brainy Awards,0,0.157440968661
330,178,Inquizito - Tickle Your Grey Cells,0,0.0587782919844
331,178,Finathon - Time To Trade!,0,0.110661320953
332,178,Yalgaar - Time For Halla Bol!,0,0.206395046803
333,178,IntellOps- Article Writing Competition By OpCellence,0,0.162882048778
334,178,BIOCON PRESENTS SHOT OF LIFE,0,0.171874775185
335,178,NEC IIT Bombay Presents Empresario,0,0.0790239435541
336,178,Rural Le Carte,0,0.131138342981
337,178,The Fast Pay Story,0,0.131138342981
338,178,"FINAcumen, IIM Nagpur",0,0.193657311667
339,178,NEC IIT Bombay Presents Hashtrix,0,0.0521019912154
340,178,NEC IIT Bomaby Presents HackStack,0,0.074345535807
341,178,Asia Pacific International Conference,0,0.134774488269
342,178,Interview Question Of Year 2017,0,0.119359562981
343,178,The Great Analytics Quiz,0,0.140764696007
344,178,"Paper Presentation On ""  Effect Of App Based Learning In School Education (K-12)""",0,0.144515358963
345,178,KDP Pen To Publish Contest,1,0.533191092826
346,178,Banjara International Film Festival 2017,0,0.0716459998409
347,178,Spanish Guitar Competition 2017,1,0.382735944261
348,178,SSGK Maestro Olympiad,1,0.333333333333
349,178,Global Business Model Competition 2017,0,0.088792736326
350,178,National Geography Olympiad 2017,0,0.148728266105
